fullName,country,politicalGroup,id,nationalPoliticalGroup,twitter_urls,faceboook_urls,officialURL,GroupShort,screen_name,user_id
Pilar del CASTILLO VERA,Spain,Group of the European People's Party (Christian Democrats),28390,Partido Popular,http://twitter.com/delcastillop,https://www.facebook.com/PilardelCastilloOficial,https://www.europarl.europa.eu/meps/en/28390,EPP,delcastillop,52009223
Anna CAVAZZINI,Germany,Group of the Greens/European Free Alliance,86793,Bündnis 90/Die Grünen,https://twitter.com/anna_cavazzini,NA,https://www.europarl.europa.eu/meps/en/86793,Greens–EFA,anna_cavazzini,833300465039319040
Susanna CECCARDI,Italy,Identity and Democracy Group,197786,Lega,NA,https://www.facebook.com/Susannaceccardi87/,https://www.europarl.europa.eu/meps/en/197786,ID,SusannaCeccardi,406110645
Sara CERDAS,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197641,Partido Socialista,https://twitter.com/sara_saracerdas,https://www.facebook.com/saracerdasPS/,https://www.europarl.europa.eu/meps/en/197641,S&D,sara_saracerdas,625048553
Catherine CHABAUD,France,Renew Europe Group,197505,Liste Renaissance,https://twitter.com/CathChabaud,https://www.facebook.com/catherine.chabaud,https://www.europarl.europa.eu/meps/en/197505,RE,CathChabaud,2292781046
Mohammed CHAHIM,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197782,Partij van de Arbeid,https://twitter.com/MChahim,NA,https://www.europarl.europa.eu/meps/en/197782,S&D,MChahim,91821215
Leila CHAIBI,France,Confederal Group of the European United Left - Nordic Green Left,197529,La France Insoumise,https://twitter.com/leilachaibi,NA,https://www.europarl.europa.eu/meps/en/197529,GUE-NGL,leilachaibi,232353334
Dita CHARANZOVÁ,Czechia,Renew Europe Group,124708,ANO 2011,NA,NA,https://www.europarl.europa.eu/meps/en/124708,RE,charanzova,2656533409
Olivier CHASTEL,Belgium,Renew Europe Group,197463,Mouvement Réformateur,NA,https://www.facebook.com/OlivierChastel/,https://www.europarl.europa.eu/meps/en/197463,RE,OChastel,138689410
Caterina CHINNICI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124861,Partito Democratico,https://twitter.com/CaterinaChinnic,https://www.facebook.com/CaterinaChinnic/,https://www.europarl.europa.eu/meps/en/124861,S&D,CaterinaChinnic,2262477443
Ellie CHOWNS,United Kingdom,Group of the Greens/European Free Alliance,197714,Green Party,https://twitter.com/elliechownsmep,NA,https://www.europarl.europa.eu/meps/en/197714,Greens–EFA,EllieChownsMEP,493494710
Asger CHRISTENSEN,Denmark,Renew Europe Group,197558,"Venstre, Danmarks Liberale Parti",NA,NA,https://www.europarl.europa.eu/meps/en/197558,RE,AsgerChristens2,1089972461008023553
Lefteris CHRISTOFOROU,Cyprus,Group of the European People's Party (Christian Democrats),26837,Democratic Rally,https://twitter.com/LefChristoforou,https://www.facebook.com/ChristoforouLefteris,https://www.europarl.europa.eu/meps/en/26837,EPP,LefChristoforou,4022826012
Włodzimierz CIMOSZEWICZ,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197507,Sojusz Lewicy Demokratycznej - Unia Pracy,NA,https://www.facebook.com/wlodzimierz.cimoszewicz.9,https://www.europarl.europa.eu/meps/en/197507,S&D,NA,NA
Angelo CIOCCA,Italy,Identity and Democracy Group,183793,Lega,NA,NA,https://www.europarl.europa.eu/meps/en/183793,ID,AngeloCiocca,493153944
Dacian CIOLOŞ,Romania,Renew Europe Group,197631,"Partidul Libertate, Unitate și Solidaritate",NA,NA,https://www.europarl.europa.eu/meps/en/197631,RE,CiolosDacian,4171877789
Tudor CIUHODARU,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197657,Partidul Social Democrat,NA,https://www.facebook.com/TudorCiuhodaru/,https://www.europarl.europa.eu/meps/en/197657,S&D,NA,NA
Miroslav ČÍŽ,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197761,SMER-Sociálna demokracia,NA,NA,https://www.europarl.europa.eu/meps/en/197761,S&D,NA,NA
Nathalie COLIN-OESTERLÉ,France,Group of the European People's Party (Christian Democrats),197536,Les centristes,NA,NA,https://www.europarl.europa.eu/meps/en/197536,EPP,ncolin_oesterle,326931834
Gilbert COLLARD,France,Identity and Democracy Group,197683,Rassemblement national,https://twitter.com/GilbertCollard,https://fr-fr.facebook.com/collard.officiel/,https://www.europarl.europa.eu/meps/en/197683,ID,GilbertCollard,471163803
Rosanna CONTE,Italy,Identity and Democracy Group,197616,Lega,NA,https://www.facebook.com/RosannaConte.Lega/,https://www.europarl.europa.eu/meps/en/197616,ID,Rosannaconte_,1128200438225014784
Richard CORBETT,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,2309,Labour Party,https://twitter.com/RCorbettMEP,https://www.facebook.com/rcorbett,https://www.europarl.europa.eu/meps/en/2309,S&D,RCorbettMEP,1347250338
David CORMAND,France,Group of the Greens/European Free Alliance,197503,Europe Écologie,https://twitter.com/DavidCormand,NA,https://www.europarl.europa.eu/meps/en/197503,Greens–EFA,DavidCormand,525436041
Ignazio CORRAO,Italy,Non-attached Members,124856,Movimento 5 Stelle,https://twitter.com/ignaziocorrao,https://www.facebook.com/CorraoM5S/,https://www.europarl.europa.eu/meps/en/124856,"NA",ignaziocorrao,143393223
Andrea COZZOLINO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96880,Partito Democratico,https://twitter.com/cozzolino62,https://www.facebook.com/cozzolinoandrea,https://www.europarl.europa.eu/meps/en/96880,S&D,cozzolino62,467604110
Corina CREȚU,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,33997,PRO Romania,NA,NA,https://www.europarl.europa.eu/meps/en/33997,S&D,CorinaCretuEU,1586266080
Katalin CSEH,Hungary,Renew Europe Group,197588,Momentum,NA,https://www.facebook.com/csehkatalin.momentum/,https://www.europarl.europa.eu/meps/en/197588,RE,katka_cseh,3001691374
Ciarán CUFFE,Ireland,Group of the Greens/European Free Alliance,197654,Green Party,https://twitter.com/ciarancuffe,https://www.facebook.com/ciarancuffedublin,https://www.europarl.europa.eu/meps/en/197654,Greens–EFA,CiaranCuffe,16627544
Josianne CUTAJAR,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197394,Partit Laburista,https://twitter.com/josiannecutajar,NA,https://www.europarl.europa.eu/meps/en/197394,S&D,josiannecutajar,1023896861470547968
Ryszard CZARNECKI,Poland,European Conservatives and Reformists Group,28372,Prawo i Sprawiedliwość,https://twitter.com/r_czarnecki,https://www.facebook.com/rysz.czarnecki,https://www.europarl.europa.eu/meps/en/28372,ECR,r_czarnecki,77188782
Peter van DALEN,Netherlands,Group of the European People's Party (Christian Democrats),96809,ChristenUnie,http://twitter.com/petervdalen,https://www.facebook.com/#!/profile.php?id=100001635525936,https://www.europarl.europa.eu/meps/en/96809,EPP,petervdalen,198432070
Miriam DALLI,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124970,Partit Laburista,https://twitter.com/Miriamdalli,https://www.facebook.com/drmiriamdalli,https://www.europarl.europa.eu/meps/en/124970,S&D,Miriamdalli,55207471
Clare DALY,Ireland,Confederal Group of the European United Left - Nordic Green Left,197731,Independent,NA,NA,https://www.europarl.europa.eu/meps/en/197731,GUE-NGL,ClareDalyMEP,385326089
Rosa D'AMATO,Italy,Non-attached Members,124835,Movimento 5 Stelle,https://twitter.com/rosadamato634,https://www.facebook.com/DAmatoRosa/,https://www.europarl.europa.eu/meps/en/124835,"NA",rosadamato634,2680186468
Seb DANCE,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124952,Labour Party,https://twitter.com/SebDance,https://www.facebook.com/SebastianDance,https://www.europarl.europa.eu/meps/en/124952,S&D,SebDance,45360352
Johan DANIELSSON,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,38542,Arbetarepartiet- Socialdemokraterna,NA,NA,https://www.europarl.europa.eu/meps/en/38542,S&D,NA,NA
Arnaud DANJEAN,France,Group of the European People's Party (Christian Democrats),96747,Les Républicains,https://twitter.com/ArnaudDanjean,NA,https://www.europarl.europa.eu/meps/en/96747,EPP,ArnaudDanjean,439463212
Nicola DANTI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124821,Partito Democratico,https://twitter.com/DantiNicola,https://www.facebook.com/nicola.danti,https://www.europarl.europa.eu/meps/en/124821,S&D,DantiNicola,829032654
Gianantonio DA RE,Italy,Identity and Democracy Group,197608,Lega,NA,NA,https://www.europarl.europa.eu/meps/en/197608,ID,GianantonioDaRe,953626315617337344
Martin Edward DAUBNEY,United Kingdom,Non-attached Members,197760,The Brexit Party,NA,NA,https://www.europarl.europa.eu/meps/en/197760,"NA",MartinDaubney,568143078
Ivan DAVID,Czechia,Identity and Democracy Group,197556,Svoboda a přímá demokracie,NA,NA,https://www.europarl.europa.eu/meps/en/197556,ID,NA,NA
Chris DAVIES,United Kingdom,Renew Europe Group,4554,Liberal Democrats,https://twitter.com/ChrisDaviesLD,NA,https://www.europarl.europa.eu/meps/en/4554,RE,ChrisDaviesEU,95631693
Paolo DE CASTRO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96891,Partito Democratico,https://twitter.com/paolodecastro,https://www.facebook.com/paolo.decastro,https://www.europarl.europa.eu/meps/en/96891,S&D,paolodecastro,9234892
Jérémy DECERLE,France,Renew Europe Group,197504,Liste Renaissance,NA,NA,https://www.europarl.europa.eu/meps/en/197504,RE,JDecerle,2163600808
Gwendoline DELBOS-CORFIELD,France,Group of the Greens/European Free Alliance,197531,Europe Écologie,NA,NA,https://www.europarl.europa.eu/meps/en/197531,Greens–EFA,GDelbosCorfield,1133457388038688768
Andor DELI,Hungary,Group of the European People's Party (Christian Democrats),124714,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://twitter.com/andordeli,https://www.facebook.com/deliandor,https://www.europarl.europa.eu/meps/en/124714,EPP,AndorDeli,4782996689
Karima DELLI,France,Group of the Greens/European Free Alliance,96868,Europe Écologie,https://twitter.com/KarimaDelli,http://www.facebook.com/karima.delli#!/karima.delli?sk=wall,https://www.europarl.europa.eu/meps/en/96868,Greens–EFA,KarimaDelli,92233525
Belinda DE LUCY,United Kingdom,Non-attached Members,197736,The Brexit Party,NA,NA,https://www.europarl.europa.eu/meps/en/197736,"NA",BelindadeLucy,1124345151642587136
Filip DE MAN,Belgium,Identity and Democracy Group,197472,Vlaams Belang,NA,NA,https://www.europarl.europa.eu/meps/en/197472,ID,NA,NA
Özlem DEMIREL,Germany,Confederal Group of the European United Left - Nordic Green Left,197468,DIE LINKE.,https://twitter.com/oezlemademirel,https://www.facebook.com/oezlemalevdemirel,https://www.europarl.europa.eu/meps/en/197468,GUE-NGL,OezlemADemirel,406893885
Anna DEPARNAY-GRUNENBERG,Germany,Group of the Greens/European Free Alliance,197453,Bündnis 90/Die Grünen,NA,NA,https://www.europarl.europa.eu/meps/en/197453,Greens–EFA,AnnaDeparnay,825815009041203201
Petra DE SUTTER,Belgium,Group of the Greens/European Free Alliance,197471,Groen,https://twitter.com/pdsutter,https://www.facebook.com/pdsutter/,https://www.europarl.europa.eu/meps/en/197471,Greens–EFA,pdsutter,329815445
Tamás DEUTSCH,Hungary,Group of the European People's Party (Christian Democrats),96826,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,https://twitter.com/dajcstomi,https://facebook.com/people/Deutsch-Tamás/100000694338124,https://www.europarl.europa.eu/meps/en/96826,EPP,dajcstomi,262298210
Dinesh DHAMIJA,United Kingdom,Renew Europe Group,197693,Liberal Democrats,NA,NA,https://www.europarl.europa.eu/meps/en/197693,RE,dinesh_dhamija,234695455
Geoffroy DIDIER,France,Group of the European People's Party (Christian Democrats),190774,Les Républicains,https://twitter.com/geoffroydidier,https://www.facebook.com/geoffroydidier/,https://www.europarl.europa.eu/meps/en/190774,EPP,GeoffroyDidier,463907386
Martina DLABAJOVÁ,Czechia,Renew Europe Group,124709,ANO 2011,https://twitter.com/Mdlabajova,https://www.facebook.com/dlabajova.eu,https://www.europarl.europa.eu/meps/en/124709,RE,Mdlabajova,43505930
Klára DOBREV,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197579,Demokratikus Koalíció,NA,https://www.facebook.com/dobrevklara/,https://www.europarl.europa.eu/meps/en/197579,S&D,NA,NA
Diane DODDS,United Kingdom,Non-attached Members,96951,Democratic Unionist Party,https://twitter.com/dianedoddsmep,https://www.facebook.com/DianedoddsMEP/,https://www.europarl.europa.eu/meps/en/96951,"NA",DianeDoddsMEP,322529131
Christian DOLESCHAL,Germany,Group of the European People's Party (Christian Democrats),197473,Christlich-Soziale Union in Bayern e.V.,NA,NA,https://www.europarl.europa.eu/meps/en/197473,EPP,Doleschal,17782837
Anna Júlia DONÁTH,Hungary,Renew Europe Group,197595,Momentum,https://twitter.com/donath_anna,https://business.facebook.com/donathannajulia.momentum/,https://www.europarl.europa.eu/meps/en/197595,RE,donath_anna,1098198745810984960
Francesca DONATO,Italy,Identity and Democracy Group,197822,Lega,https://twitter.com/ladyonorato,https://www.facebook.com/ladyonorato/,https://www.europarl.europa.eu/meps/en/197822,ID,ladyonorato,849274159
Herbert DORFMANN,Italy,Group of the European People's Party (Christian Democrats),96787,Südtiroler Volkspartei,NA,NA,https://www.europarl.europa.eu/meps/en/96787,EPP,HerbertDorfmann,479390782
Gina DOWDING,United Kingdom,Group of the Greens/European Free Alliance,197613,Green Party,NA,NA,https://www.europarl.europa.eu/meps/en/197613,Greens–EFA,GinaDowdingMEP,103819197
Marco DREOSTO,Italy,Identity and Democracy Group,197614,Lega,NA,https://www.facebook.com/marco.dreosto,https://www.europarl.europa.eu/meps/en/197614,ID,MarcoDreosto,490522414
Jarosław DUDA,Poland,Group of the European People's Party (Christian Democrats),197510,Platforma Obywatelska,https://twitter.com/jaroslawduda,https://www.facebook.com/people/Jarosław-Duda/100001993695921,https://www.europarl.europa.eu/meps/en/197510,EPP,JaroslawDuda,358014007
Lena DÜPONT,Germany,Group of the European People's Party (Christian Democrats),99945,Christlich Demokratische Union Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/99945,EPP,NA,NA
Estrella DURÁ FERRANDIS,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,198329,Partido Socialista Obrero Español,NA,NA,https://www.europarl.europa.eu/meps/en/198329,S&D,NA,NA
Pascal DURAND,France,Renew Europe Group,124693,Liste Renaissance,NA,NA,https://www.europarl.europa.eu/meps/en/124693,RE,PDurandOfficiel,404894090
Lucia ĎURIŠ NICHOLSONOVÁ,Slovakia,European Conservatives and Reformists Group,197766,Sloboda a Solidarita,NA,NA,https://www.europarl.europa.eu/meps/en/197766,ECR,LNicholsonova,809481991242584064
Angel DZHAMBAZKI,Bulgaria,European Conservatives and Reformists Group,124873,VMRO,https://twitter.com/djambazki,https://www.facebook.com/angel.djambazki,https://www.europarl.europa.eu/meps/en/124873,ECR,djambazki,594798146
Karoline EDTSTADLER,Austria,Group of the European People's Party (Christian Democrats),197643,Österreichische Volkspartei,NA,NA,https://www.europarl.europa.eu/meps/en/197643,EPP,k_edtstadler,948147368918208512
Christian EHLER,Germany,Group of the European People's Party (Christian Democrats),28226,Christlich Demokratische Union Deutschlands,NA,NA,https://www.europarl.europa.eu/meps/en/28226,EPP,NA,NA
Bas EICKHOUT,Netherlands,Group of the Greens/European Free Alliance,96725,GroenLinks,https://twitter.com/BasEickhout,https://www.facebook.com/bas.eickhout,https://www.europarl.europa.eu/meps/en/96725,Greens–EFA,BasEickhout,19763668
Andrew ENGLAND KERR,United Kingdom,Non-attached Members,197803,Independent,NA,NA,https://www.europarl.europa.eu/meps/en/197803,"NA",englandkerrmep,1132968185727246336
Derk Jan EPPINK,Netherlands,European Conservatives and Reformists Group,97133,Forum voor Democratie,https://twitter.com/djeppink,NA,https://www.europarl.europa.eu/meps/en/97133,ECR,djeppink,191409618
Cornelia ERNST,Germany,Confederal Group of the European United Left - Nordic Green Left,96852,DIE LINKE.,NA,NA,https://www.europarl.europa.eu/meps/en/96852,GUE-NGL,ErnstCornelia,1225229076
Engin EROGLU,Germany,Renew Europe Group,197430,Freie Wähler,NA,NA,https://www.europarl.europa.eu/meps/en/197430,RE,EnginEroglu_FW,940691491835564033
Ismail ERTUG,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96842,Sozialdemokratische Partei Deutschlands,https://twitter.com/IsmailErtug,http://www.facebook.com/ertug.eu,https://www.europarl.europa.eu/meps/en/96842,S&D,IsmailErtug,578240398
Rosa ESTARÀS FERRAGUT,Spain,Group of the European People's Party (Christian Democrats),96811,Partido Popular,NA,NA,https://www.europarl.europa.eu/meps/en/96811,EPP,NA,NA
Jill EVANS,United Kingdom,Group of the Greens/European Free Alliance,4550,Plaid Cymru - Party of Wales,https://twitter.com/JillEvansMEP,https://www.facebook.com/pages/Jill-Evans-ASEMEP/297073923675496,https://www.europarl.europa.eu/meps/en/4550,Greens–EFA,JillEvansMEP,93709885
Eleonora EVI,Italy,Non-attached Members,124779,Movimento 5 Stelle,https://twitter.com/eleonoraevi,https://m.facebook.com/eleonoraeviM5S,https://www.europarl.europa.eu/meps/en/124779,"NA",EleonoraEvi,1135141640
Agnès EVREN,France,Group of the European People's Party (Christian Democrats),197535,Les Républicains,https://twitter.com/agnesevren,NA,https://www.europarl.europa.eu/meps/en/197535,EPP,AgnesEvren,528558611
Tanja FAJON,Slovenia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96911,Socialni demokrati,http://twitter.com/tfajon,https://www.facebook.com/tanja.fajon,https://www.europarl.europa.eu/meps/en/96911,S&D,tfajon,102918775
Gheorghe FALCĂ,Romania,Group of the European People's Party (Christian Democrats),197649,Partidul Naţional Liberal,NA,https://www.facebook.com/falca.gheorghe.7,https://www.europarl.europa.eu/meps/en/197649,EPP,NA,NA
Nigel FARAGE,United Kingdom,Non-attached Members,4525,The Brexit Party,https://twitter.com/Nigel_Farage,https://www.facebook.com/nigelfarageofficial?fref=ts,https://www.europarl.europa.eu/meps/en/4525,"NA",Nigel_Farage,19017675
Laurence FARRENG,France,Renew Europe Group,197589,Mouvement Démocrate,https://twitter.com/laurencefarreng,NA,https://www.europarl.europa.eu/meps/en/197589,RE,laurencefarreng,298525921
Fredrick FEDERLEY,Sweden,Renew Europe Group,124989,Centerpartiet,NA,NA,https://www.europarl.europa.eu/meps/en/124989,RE,federley,18901336
Markus FERBER,Germany,Group of the European People's Party (Christian Democrats),1917,Christlich-Soziale Union in Bayern e.V.,https://twitter.com/MarkusFerber,https://www.facebook.com/MarkusFerberEU,https://www.europarl.europa.eu/meps/en/1917,EPP,MarkusFerber,1949513514
José Manuel FERNANDES,Portugal,Group of the European People's Party (Christian Democrats),96899,Partido Social Democrata,https://twitter.com/JMFernandesEU,https://www.facebook.com/jmfernandes.eu,https://www.europarl.europa.eu/meps/en/96899,EPP,JMFernandesEU,2785158383
Jonás FERNÁNDEZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125046,Partido Socialista Obrero Español,https://twitter.com/jonasfernandez,NA,https://www.europarl.europa.eu/meps/en/125046,S&D,jonasfernandez,15061445
Giuseppe FERRANDINO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,192634,Partito Democratico,https://twitter.com/giosiferrandino,https://www.facebook.com/giosiferrandino,https://www.europarl.europa.eu/meps/en/192634,S&D,giosiferrandino,402097529
Laura FERRARA,Italy,Non-attached Members,124833,Movimento 5 Stelle,https://twitter.com/LFerraraM5S,https://www.facebook.com/LauraFerraraM5S/,https://www.europarl.europa.eu/meps/en/124833,"NA",LFerraraM5S,2424047370
João FERREIRA,Portugal,Confederal Group of the European United Left - Nordic Green Left,96706,Partido Comunista Português,https://twitter.com/joao_ferreira33,https://www.facebook.com/Jo%C3%A3o-Ferreira-265470557318917,https://www.europarl.europa.eu/meps/en/96706,GUE-NGL,joao_ferreira33,951055588330475520
Nicolaus FEST,Germany,Identity and Democracy Group,197480,Alternative für Deutschland,NA,NA,https://www.europarl.europa.eu/meps/en/197480,ID,Nicolaus_Fest,773419555729379329
Carlo FIDANZA,Italy,European Conservatives and Reformists Group,96810,Fratelli d'Italia,http://twitter.com/fidanzacarlo,https://www.facebook.com/fidanzacarlo,https://www.europarl.europa.eu/meps/en/96810,ECR,FidanzaCarlo,76596562
Pietro FIOCCHI,Italy,European Conservatives and Reformists Group,197607,Fratelli d'Italia,NA,https://www.facebook.com/votaPietroFiocchi,https://www.europarl.europa.eu/meps/en/197607,ECR,FiocchiPietro,1105850644966137856
Raffaele FITTO,Italy,European Conservatives and Reformists Group,4465,Fratelli d'Italia,https://twitter.com/raffaelefitto,https://www.facebook.com/fittoraffaele/,https://www.europarl.europa.eu/meps/en/4465,ECR,RaffaeleFitto,702661167
Frances FITZGERALD,Ireland,Group of the European People's Party (Christian Democrats),197720,Fine Gael Party,https://twitter.com/FitzgeraldFrncs,https://www.facebook.com/FitzgeraldFrances,https://www.europarl.europa.eu/meps/en/197720,EPP,FitzgeraldFrncs,111338251
Luke Ming FLANAGAN,Ireland,Confederal Group of the European United Left - Nordic Green Left,124985,Independent,https://twitter.com/lukeming,https://www.facebook.com/Lukemingflanagan,https://www.europarl.europa.eu/meps/en/124985,GUE-NGL,lukeming,54172831
Valter FLEGO,Croatia,Renew Europe Group,197419,Istarski demokratski sabor - Dieta democratica istriana,NA,NA,https://www.europarl.europa.eu/meps/en/197419,RE,ValterFlego,1021696411
Lance FORMAN,United Kingdom,Non-attached Members,197703,The Brexit Party,NA,NA,https://www.europarl.europa.eu/meps/en/197703,"NA",LanceForman,757537572
Anna FOTYGA,Poland,European Conservatives and Reformists Group,28353,Prawo i Sprawiedliwość,NA,NA,https://www.europarl.europa.eu/meps/en/28353,ECR,AnnaFotyga_PE,1121707380591538176
Loucas FOURLAS,Cyprus,Group of the European People's Party (Christian Democrats),197414,Democratic Rally,https://twitter.com/loucas_fourlas,https://www.facebook.com/fourlasloucas/,https://www.europarl.europa.eu/meps/en/197414,EPP,loucas_fourlas,2986671080
Claire FOX,United Kingdom,Non-attached Members,197708,The Brexit Party,https://twitter.com/fox_claire,NA,https://www.europarl.europa.eu/meps/en/197708,"NA",Fox_Claire,278656915
Emmanouil FRAGKOS,Greece,European Conservatives and Reformists Group,198490,Elliniki Lusi-Greek Solution,NA,NA,https://www.europarl.europa.eu/meps/en/198490,ECR,NA,NA
Tomasz FRANKOWSKI,Poland,Group of the European People's Party (Christian Democrats),197513,Platforma Obywatelska,NA,NA,https://www.europarl.europa.eu/meps/en/197513,EPP,TFrankowski21,1109154121171517441
Cindy FRANSSEN,Belgium,Group of the European People's Party (Christian Democrats),197455,Christen-Democratisch & Vlaams,https://twitter.com/franssencindy,https://www.facebook.com/CindyFranssen76/,https://www.europarl.europa.eu/meps/en/197455,EPP,FranssenCindy,311025549
Romeo FRANZ,Germany,Group of the Greens/European Free Alliance,193273,Bündnis 90/Die Grünen,https://twitter.com/romeofranz1,https://www.facebook.com/RomeoFranz,https://www.europarl.europa.eu/meps/en/193273,Greens–EFA,RomeoFranz1,850600969184436224
Daniel FREUND,Germany,Group of the Greens/European Free Alliance,106936,Bündnis 90/Die Grünen,https://twitter.com/daniel_freund,https://www.facebook.com/EuropaDaniel/,https://www.europarl.europa.eu/meps/en/106936,Greens–EFA,daniel_freund,306868006
Heléne FRITZON,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197391,Arbetarepartiet- Socialdemokraterna,NA,NA,https://www.europarl.europa.eu/meps/en/197391,S&D,NA,NA
Niels FUGLSANG,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,101585,Socialdemokratiet,https://twitter.com/NielsFuglsang,https://www.facebook.com/FuglsangEP19,https://www.europarl.europa.eu/meps/en/101585,S&D,NielsFuglsang,323111954
Mario FURORE,Italy,Non-attached Members,197795,Movimento 5 Stelle,https://twitter.com/MarioFurore,https://www.facebook.com/pg/mariofurore.europarlamentare/posts/,https://www.europarl.europa.eu/meps/en/197795,"NA",MarioFurore,106548241
Søren GADE,Denmark,Renew Europe Group,197555,"Venstre, Danmarks Liberale Parti",NA,NA,https://www.europarl.europa.eu/meps/en/197555,RE,SoerenGade,975064362359623680
Michael GAHLER,Germany,Group of the European People's Party (Christian Democrats),2341,Christlich Demokratische Union Deutschlands,NA,https://www.facebook.com/michael.gahler.77,https://www.europarl.europa.eu/meps/en/2341,EPP,michaelgahler,NA
Kinga GÁL,Hungary,Group of the European People's Party (Christian Democrats),28150,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,NA,https://www.europarl.europa.eu/meps/en/28150,EPP,NA,NA
Lina GÁLVEZ MUÑOZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197702,Partido Socialista Obrero Español,https://twitter.com/linagalvezmunoz,NA,https://www.europarl.europa.eu/meps/en/197702,S&D,linagalvezmunoz,337259737
Claudia GAMON,Austria,Renew Europe Group,197632,NEOS – Das Neue Österreich,https://twitter.com/dieGamon,https://www.facebook.com/diegamon,https://www.europarl.europa.eu/meps/en/197632,RE,dieGamon,37776042
Gianna GANCIA,Italy,Identity and Democracy Group,197582,Lega,https://twitter.com/giannagancia,https://www.facebook.com/giannagancia/,https://www.europarl.europa.eu/meps/en/197582,ID,giannagancia,492977249
Ibán GARCÍA DEL BLANCO,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197717,Partido Socialista Obrero Español,https://twitter.com/Ibangarciadb,https://www.facebook.com/iban.garciadelblanco,https://www.europarl.europa.eu/meps/en/197717,S&D,Ibangarciadb,222269705
José Manuel GARCÍA-MARGALLO Y MARFIL,Spain,Group of the European People's Party (Christian Democrats),1992,Partido Popular,https://twitter.com/MargalloJm,NA,https://www.europarl.europa.eu/meps/en/1992,EPP,MargalloJm,862981072417677314
Isabel GARCÍA MUÑOZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197742,Partido Socialista Obrero Español,NA,NA,https://www.europarl.europa.eu/meps/en/197742,S&D,NA,NA
Iratxe GARCÍA PÉREZ,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,28298,Partido Socialista Obrero Español,https://twitter.com/IratxeGarper,https://www.facebook.com/iratxe.garciaperez?fref=ts,https://www.europarl.europa.eu/meps/en/28298,S&D,IratxeGarper,900231078
Eider GARDIAZABAL RUBIAL,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96991,Partido Socialista Obrero Español,https://twitter.com/EGardiazabal,http://www.facebook.com/eider.gardiazabal,https://www.europarl.europa.eu/meps/en/96991,S&D,EGardiazabal,582076945
Luis GARICANO,Spain,Renew Europe Group,197554,Ciudadanos – Partido de la Ciudadanía,https://twitter.com/lugaricano,NA,https://www.europarl.europa.eu/meps/en/197554,RE,lugaricano,117773253
Jean-Paul GARRAUD,France,Identity and Democracy Group,197628,Rassemblement national,NA,NA,https://www.europarl.europa.eu/meps/en/197628,ID,JPGarraud,92795265
Evelyne GEBHARDT,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,1913,Sozialdemokratische Partei Deutschlands,NA,https://www.facebook.com/pages/Evelyne-Gebhardt/253121031481890?fref=ts,https://www.europarl.europa.eu/meps/en/1913,S&D,egebhardtMdEP,837214737154846720
Alexandra GEESE,Germany,Group of the Greens/European Free Alliance,183916,Bündnis 90/Die Grünen,https://twitter.com/alexandra_geese,NA,https://www.europarl.europa.eu/meps/en/183916,Greens–EFA,alexandra_geese,1019949632108064768
